epoch,train_loss,val_loss,train_acc,val_acc,val_f1
1,0.3329413551837206,0.5615581208840013,0.68703125,0.77125,0.7638084912783382
2,0.24158210586756468,0.4191254135221243,0.82140625,0.87125,0.8705696818904366
3,0.2045304060447961,0.45760301034897566,0.872109375,0.833125,0.8295094685699987
4,0.1776795252226293,0.486379302572459,0.90671875,0.848125,0.8452790409210673
5,0.1472326669609174,0.36849997099488974,0.9428125,0.914375,0.9140459234749916
6,0.13286563626024872,0.3069258942268789,0.96109375,0.939375,0.939280861617093
7,0.1289313172455877,0.3000559685751796,0.9628125,0.9475,0.9474602668267877
8,0.12749746581539512,0.36447944631800056,0.965859375,0.91125,0.9107309843637775
9,0.11582155607175082,0.2817164799198508,0.97625,0.95625,0.95623461373139
10,0.11256531381513923,0.28599661868065596,0.98,0.956875,0.9568748483881389
11,0.11153725616168231,0.2807697504758835,0.982421875,0.958125,0.9581025947078731
12,0.10516058595385402,0.26219593500718474,0.988828125,0.96625,0.9662481014557069
13,0.10358016996178776,0.2619557324796915,0.990625,0.974375,0.9743749099117927
14,0.1026918952120468,0.2629545470699668,0.990625,0.97125,0.9712488769092542
15,0.10299572069197893,0.2603575689718127,0.99109375,0.9725,0.9724998281239258
16,0.10263266891706735,0.2597756329923868,0.99203125,0.971875,0.9718741100792643
17,0.10008788818959147,0.256825917866081,0.994453125,0.975625,0.9756249143063394
18,0.10003872099332511,0.2599546005949378,0.993359375,0.974375,0.9743737887611095
19,0.1006829635007307,0.24892596807330847,0.99359375,0.97875,0.97875
20,0.099366903770715,0.2531445138156414,0.994921875,0.976875,0.9768747741677165
21,0.09748645592480898,0.25109124230220914,0.996484375,0.9775,0.9775
22,0.09962159697897732,0.2522165821865201,0.99515625,0.97625,0.9762498515615723
23,0.09843768179416656,0.2538189310580492,0.994921875,0.97625,0.9762498515615723
24,0.09893268556334078,0.25096813309937716,0.99453125,0.976875,0.9768747741677165
25,0.09813212207518518,0.2512571457773447,0.995859375,0.97875,0.97875
26,0.09867440245579928,0.25073992973193526,0.995703125,0.978125,0.9781249914550747
27,0.09712888172362,0.25193552719429135,0.996328125,0.97625,0.9762498515615723
28,0.09832138381898403,0.25058714346960187,0.996171875,0.9775,0.9774998593741211
29,0.09821431897580624,0.25224430533125997,0.995625,0.97625,0.9762498515615723
30,0.09802596445661038,0.25087884068489075,0.995546875,0.97625,0.9762498515615723
31,0.09772878384683281,0.25162644078955054,0.995859375,0.978125,0.9781249230954328
32,0.09649226709734648,0.250150631647557,0.996875,0.978125,0.9781249914550747
33,0.09768294135574251,0.25098613323643804,0.996640625,0.976875,0.9768749909667933
34,0.09854793944396079,0.25047363992780447,0.995234375,0.97875,0.9787498671866699
35,0.09810669510625303,0.2512838118709624,0.995546875,0.9775,0.9774998593741211
36,0.09742441249545664,0.2507445514202118,0.996328125,0.978125,0.9781249230954328
37,0.09725153865292668,0.2506830091588199,0.996171875,0.978125,0.9781249230954328
38,0.09645543759688735,0.25102805998176336,0.99640625,0.9775,0.9774999648436951
39,0.09708525473251939,0.25075481552630663,0.995859375,0.97875,0.9787499667968231
40,0.09699065622407943,0.25088716577738523,0.996640625,0.976875,0.9768747741677165
41,0.09702892263885587,0.24927228828892112,0.996875,0.978125,0.9781249230954328
42,0.09652272122912109,0.2506443904712796,0.99765625,0.978125,0.9781249914550747
43,0.09781873412430286,0.25013665296137333,0.99578125,0.9775,0.9774999648436951
44,0.09743857407011092,0.2499777958728373,0.996171875,0.978125,0.9781249230954328
45,0.09740448964294046,0.24989032745361328,0.996328125,0.9775,0.9774999648436951
46,0.09744219155982137,0.2509561497718096,0.996015625,0.978125,0.978124786374867
47,0.09729867498390377,0.24983731750398874,0.996171875,0.976875,0.9768749909667933
48,0.0973519264953211,0.2502405038103461,0.996875,0.9775,0.9774998593741211
49,0.09736263880040497,0.2504637064412236,0.99625,0.978125,0.9781249230954328
50,0.09731156518682837,0.2496823980472982,0.996171875,0.97875,0.9787499667968231
51,0.0979569636983797,0.24940312560647726,0.996328125,0.978125,0.9781249914550747
52,0.09677333326544613,0.2503398237749934,0.99609375,0.97875,0.9787499667968231
53,0.09775703074410558,0.24968155520036817,0.9959375,0.97875,0.97875
54,0.09729739790782332,0.24950836366042495,0.9965625,0.97875,0.9787499667968231
55,0.09924906177911907,0.2502805353142321,0.99546875,0.978125,0.9781249230954328
56,0.09705794835463166,0.2521232645958662,0.995859375,0.978125,0.978124786374867
57,0.09773203090298921,0.2508143847808242,0.996015625,0.97875,0.9787499667968231
58,0.09792895067948848,0.2498888485133648,0.995390625,0.9775,0.9774999648436951
59,0.09818564529996365,0.25040931114926934,0.99546875,0.9775,0.9775
