epoch,train_loss,val_loss,train_acc,val_acc,val_f1
1,0.4970267699100077,0.5768668726086617,0.7103125,0.7175,0.7011723366240739
2,0.4066082783974707,0.5453931335359812,0.79078125,0.758125,0.7500838502585736
3,0.3628312605433166,0.4356427285820246,0.83171875,0.843125,0.8424202615525449
4,0.3210030933842063,0.41149957850575447,0.8625,0.841875,0.8410538818702085
5,0.2637483193539083,0.3803222943097353,0.90578125,0.8675,0.8673007437730718
6,0.235603742999956,0.3883264120668173,0.925234375,0.8675,0.867470180790678
7,0.2207766876090318,0.39882971718907356,0.935546875,0.87125,0.8712467811695292
8,0.20658365171402693,0.37291105557233095,0.94234375,0.88625,0.8862484003681301
9,0.18436598940752447,0.389320426620543,0.958359375,0.88625,0.8859927711899974
10,0.17180854780599475,0.36674164049327374,0.9671875,0.889375,0.8893158098999034
11,0.16724105086177588,0.35254173539578915,0.96828125,0.8925,0.8924993281208007
12,0.1606510526034981,0.3605882152915001,0.97328125,0.88875,0.8886872126308747
13,0.1498930030502379,0.3567798240110278,0.979921875,0.899375,0.899374017324388
14,0.1476201316108927,0.36199811566621065,0.98109375,0.9,0.8999943746835759
15,0.14532961137592793,0.36273788288235664,0.982421875,0.90125,0.9012375003711407
16,0.14653644082136452,0.36711824405938387,0.982109375,0.901875,0.9018470494136807
17,0.13893879961688071,0.3603968136012554,0.98546875,0.903125,0.9031113371846577
18,0.14043598144780844,0.35403434466570616,0.985,0.90125,0.9012239169405671
19,0.13590459164697677,0.34833742771297693,0.98734375,0.905625,0.9056054942603373
20,0.13313413027208298,0.3577780546620488,0.989453125,0.90625,0.9062124849939976
21,0.13304022361990064,0.3479149863123894,0.98984375,0.909375,0.909370716350265
22,0.13165537163149565,0.35081293899565935,0.989765625,0.906875,0.9068644858736006
23,0.1321356927510351,0.34778297785669565,0.990234375,0.9075,0.9074882914868914
24,0.13097438646946102,0.34930685348808765,0.99046875,0.908125,0.908120657265441
25,0.12963018764276057,0.34581595845520496,0.99140625,0.911875,0.9118733132001354
26,0.12871491513215005,0.34666886553168297,0.991796875,0.90875,0.9087430131369433
27,0.12955032929312438,0.34209663793444633,0.991171875,0.91125,0.9112487519355741
28,0.12981345981825143,0.34902214352041483,0.991484375,0.9075,0.9074825084117466
29,0.12970490322913975,0.3484615655615926,0.991015625,0.909375,0.9093670342119913
30,0.12927919591311365,0.34363817051053047,0.991875,0.91,0.9099977499437486
31,0.12756822921801358,0.3476333459839225,0.9928125,0.91,0.9099949372152184
32,0.12797858647536486,0.34766776114702225,0.992265625,0.908125,0.9081189344140297
33,0.12858266232069582,0.347446677275002,0.992109375,0.909375,0.9093732653476571
34,0.12918854551389813,0.34688869677484035,0.991953125,0.909375,0.909370716350265
35,0.1288918153150007,0.3477656850591302,0.99203125,0.91,0.9099987343572019
36,0.12819249636959285,0.3477125009521842,0.99265625,0.908125,0.908120657265441
37,0.1291237531695515,0.34686314035207033,0.990703125,0.909375,0.9093749645995955
38,0.12575592822395265,0.3502691928297281,0.993515625,0.905,0.9049927260055848
39,0.12780613277573138,0.3486188901588321,0.99171875,0.909375,0.9093732653476571
40,0.12820093252230436,0.34628465212881565,0.9921875,0.908125,0.9081246770008176
41,0.1288348379312083,0.3499821648001671,0.991484375,0.90875,0.9087430131369433
42,0.1268579859752208,0.34697372931987047,0.99328125,0.909375,0.909370716350265
43,0.12828055093996227,0.3442850410938263,0.992578125,0.9125,0.9124987695139463
44,0.129647170426324,0.34560080245137215,0.991484375,0.906875,0.9068732174951786
45,0.12841169815510511,0.3467639768496156,0.9915625,0.91,0.9099949372152184
46,0.1292506979079917,0.34605325758457184,0.991640625,0.910625,0.910624685789911
47,0.12911590503063053,0.3478704169392586,0.991484375,0.91,0.9099949372152184
48,0.12890247558243573,0.3477512029930949,0.991328125,0.908125,0.9081241027744411
49,0.12743104924447834,0.3473151382058859,0.991796875,0.91,0.9099987343572019
50,0.1297773754922673,0.3476057657971978,0.99125,0.90875,0.9087464354076331
51,0.1275024190545082,0.34709047619253397,0.992890625,0.908125,0.9081189344140297
52,0.12901824316941202,0.346751662902534,0.992109375,0.9125,0.9124987695139463
53,0.1285818824544549,0.34727378748357296,0.99234375,0.909375,0.9093721324776292
54,0.12921532313339412,0.34785935189574957,0.991640625,0.908125,0.9081220929255964
55,0.12874316330999136,0.3457283517345786,0.991953125,0.908125,0.9081232414214179
56,0.12730310403276235,0.34594434686005116,0.992109375,0.90875,0.9087494296839356
